Nearest Ensembl,Gene Name,Gene Type,crel_mouse Best Motif log-odds Score,p65_p50_mouse Best Motif log-odds Score,crel_p50_mouse Best Motif log-odds Score
ENSMUSG00000029655,N4bp2l2,protein-coding,5.371975,4.721131,4.27253
ENSMUSG00000073255,Gm14632,protein-coding,7.506072,7.926489,7.833175
ENSMUSG00000039410,Prdm16,protein-coding,3.083548,7.620178,7.573413
,Pcdhb17,protein-coding,6.477767,2.651449,2.893825
,Ptpro,protein-coding,4.028579,5.703658,5.870668
ENSMUSG00000030110,Ret,protein-coding,3.089448,3.166125,5.54818
ENSMUSG00000051769,Wfdc15a,protein-coding,5.371975,3.072268,3.074387
ENSMUSG00000027210,Meis2,protein-coding,6.179433,5.274858,5.648709
ENSMUSG00000055341,Zfp457,protein-coding,5.170421,3.245354,6.159925
,Serbp1,protein-coding,9.30991,2.618027,4.735377
ENSMUSG00000024430,Cabyr,protein-coding,3.048852,1.185286,5.307187
,B230214G05Rik,ncRNA,5.276241,3.734437,4.299732
ENSMUSG00000035258,Abi3bp,protein-coding,3.141975,4.143598,1.642363
ENSMUSG00000031659,Adcy7,protein-coding,2.238992,1.110454,4.386134
ENSMUSG00000065498,Mir379,ncRNA,7.506072,8.779958,4.806972
ENSMUSG00000026564,Dusp27,protein-coding,4.522565,2.943114,6.091236
ENSMUSG00000046272,Olfr1444,protein-coding,2.198233,9.019773,7.610014
ENSMUSG00000004631,Sgce,protein-coding,1.393143,2.183055,2.564901
ENSMUSG00000028539,Artn,protein-coding,5.170316,3.8735,4.970899
ENSMUSG00000099145,Mir8116,ncRNA,2.200739,4.262431,2.805109
ENSMUSG00000043448,Gjc2,protein-coding,8.556234,3.38038,4.627127
ENSMUSG00000089911,Hiat1,protein-coding,4.373089,3.795496,4.166767
,Asb1,protein-coding,4.63205,7.964075,5.049688
ENSMUSG00000050435,Ube2dnl1,protein-coding,2.146819,2.323964,4.963053
ENSMUSG00000096965,3300005D01Rik,ncRNA,4.522565,-1.092895,1.435534
ENSMUSG00000055720,Ubl7,protein-coding,11.539806,12.263279,11.91646
ENSMUSG00000031021,Tmem9b,protein-coding,3.029037,5.090039,8.45763
,D730005E14Rik,ncRNA,5.37187,9.921109,10.471119
ENSMUSG00000065680,Snord38a,snoRNA,3.992535,5.639436,5.762312
ENSMUSG00000014763,Fam120b,protein-coding,3.621919,5.700309,6.159925
ENSMUSG00000062105,Olfr183,protein-coding,3.029037,3.913969,7.012289
ENSMUSG00000029608,Rph3a,protein-coding,2.791114,4.829032,5.775629
ENSMUSG00000033088,Triobp,protein-coding,3.10132,1.886531,2.928068
ENSMUSG00000055817,Mta3,protein-coding,1.297482,9.269956,10.615149
ENSMUSG00000105330,Mir669a-6,ncRNA,5.37187,5.148495,8.104725
ENSMUSG00000033268,Duox1,protein-coding,2.974168,3.530428,5.771454
ENSMUSG00000020400,Tnip1,protein-coding,10.786129,13.214021,12.320252
ENSMUSG00000020212,Mdm1,protein-coding,6.176928,6.431073,6.856966
ENSMUSG00000038696,Mapkap1,protein-coding,5.425652,5.763885,7.458514
ENSMUSG00000000902,Smarcb1,protein-coding,3.619413,3.394902,2.744652
ENSMUSG00000034245,Hdac11,protein-coding,7.655653,7.533995,9.953858
ENSMUSG00000057315,Arhgap24,protein-coding,4.525071,7.224571,9.102415
ENSMUSG00000035778,Ggta1,protein-coding,2.886743,2.196602,6.495028
ENSMUSG00000043036,Ccdc63,protein-coding,3.727844,4.145287,4.568403
ENSMUSG00000030714,Sgf29,protein-coding,1.579085,-0.29003,4.622814
ENSMUSG00000094721,Olfr1462,protein-coding,3.083548,4.694432,5.210764
,6720468P15Rik,ncRNA,9.30991,5.832296,6.913419
ENSMUSG00000036676,Tmtc3,protein-coding,1.242612,2.791288,2.38061
ENSMUSG00000041740,Rnf10,protein-coding,11.539806,7.309481,9.550066
ENSMUSG00000078080,Olfr585,protein-coding,2.347644,1.154735,1.669053
,4933430H16Rik,ncRNA,3.823473,5.139093,6.427163
ENSMUSG00000021559,Dapk1,protein-coding,4.028579,2.362201,7.397313
ENSMUSG00000070524,Fcrlb,protein-coding,3.782714,3.499764,5.232573
ENSMUSG00000027699,Ect2,protein-coding,2.329872,2.460277,2.430872
ENSMUSG00000028552,Eps15,protein-coding,4.026178,4.015513,6.023371
ENSMUSG00000065610,Mir29a,ncRNA,3.048852,-1.595288,2.940793
ENSMUSG00000044768,D1Ertd622e,protein-coding,-0.060785,-1.227774,0.570816
ENSMUSG00000033545,Znrf1,protein-coding,6.107046,4.316795,5.019131
ENSMUSG00000064065,Ipcef1,protein-coding,7.655653,3.38047,6.803415
ENSMUSG00000020659,Cbll1,protein-coding,5.425757,5.601238,6.166104
ENSMUSG00000022212,Cpne6,protein-coding,0.862058,3.000394,7.416081
ENSMUSG00000031142,Cacna1f,protein-coding,3.34729,4.329749,6.022074
ENSMUSG00000098413,Mir6990,ncRNA,0.82781,3.323414,5.327979
ENSMUSG00000042678,Myo15,protein-coding,-0.029157,-0.61582,1.773744
ENSMUSG00000067795,4930444P10Rik,protein-coding,5.276241,4.404581,4.888185
ENSMUSG00000025575,Cant1,protein-coding,4.673929,2.687562,3.214909
ENSMUSG00000031921,Terf2,protein-coding,-0.060785,1.739042,5.290681
ENSMUSG00000091924,Vmn1r185,protein-coding,5.276241,4.262431,2.805109
ENSMUSG00000021143,Pacs2,protein-coding,6.858321,5.964644,8.509813
ENSMUSG00000039179,Tekt5,protein-coding,5.37187,4.180312,3.48937
ENSMUSG00000024667,Tmem216,protein-coding,5.167915,7.153273,8.388468
ENSMUSG00000047495,Dlgap2,protein-coding,6.179433,7.458096,8.508517
,Gm20554,ncRNA,4.028579,1.565727,1.790868
ENSMUSG00000037211,Spry1,protein-coding,8.409329,7.401038,8.267524
ENSMUSG00000050379,6-Sep,protein-coding,2.976569,5.199738,7.977205
ENSMUSG00000026193,Fn1,protein-coding,6.824679,1.262549,4.219022
,4933416M06Rik,ncRNA,3.823368,4.827661,6.135548
ENSMUSG00000029551,Psmg3,protein-coding,2.976569,2.838973,4.439587
ENSMUSG00000046999,1110032F04Rik,protein-coding,4.851235,2.914918,4.166767
ENSMUSG00000033740,St18,protein-coding,2.146819,1.878193,2.773682
ENSMUSG00000028284,Map3k7,protein-coding,11.539806,10.964674,11.91646
,Hist1h2ao,protein-coding,3.091849,-0.00598,1.95797
ENSMUSG00000059463,Spag11b,protein-coding,5.604912,3.858981,4.888185
ENSMUSG00000031278,Acsl4,protein-coding,6.860722,6.273828,7.573413
ENSMUSG00000022382,Wnt7b,protein-coding,2.402155,1.32003,5.20702
ENSMUSG00000098315,Mir21b,ncRNA,6.477767,7.657167,6.924359
ENSMUSG00000034867,Ankrd27,protein-coding,6.10715,3.729162,6.563717
ENSMUSG00000054325,Lce3a,protein-coding,6.179433,6.142356,6.913419
,Moap1,protein-coding,2.329872,4.032976,4.512227
ENSMUSG00000052549,Arl13a,protein-coding,3.018398,5.523234,6.495028
ENSMUSG00000000811,Txnrd3,protein-coding,6.824679,4.16579,5.070465
,Cbfa2t3,protein-coding,3.992535,8.131043,7.436859
ENSMUSG00000026288,Inpp5d,protein-coding,6.860722,3.944081,1.617268
,Fam120aos,ncRNA,2.292774,0.04652,5.323804
ENSMUSG00000068999,Vmn2r5,protein-coding,11.539806,7.394721,6.317845
ENSMUSG00000050088,1600012H06Rik,protein-coding,2.444203,5.090039,4.767711
ENSMUSG00000074593,Spint5,protein-coding,3.727739,8.060019,8.532498
,Ric8b,protein-coding,3.089448,1.942413,2.028377
ENSMUSG00000033423,Eri3,protein-coding,5.371975,5.996255,7.865028
ENSMUSG00000032609,Klhdc8b,protein-coding,5.425757,9.05977,8.383016
ENSMUSG00000017615,Tnfaip1,protein-coding,3.782714,3.705888,5.171503
ENSMUSG00000020718,Polg2,protein-coding,5.924097,8.032541,9.309073
ENSMUSG00000010825,Grid2ip,protein-coding,-0.10144,2.378961,1.721706
ENSMUSG00000003227,Edar,protein-coding,3.029037,5.1293,8.45763
ENSMUSG00000098702,1500015A07Rik,ncRNA,5.278747,5.841934,7.60397
ENSMUSG00000028214,Gem,protein-coding,8.556234,4.733693,8.861422
,BC024386,ncRNA,3.621919,7.214783,8.525023
ENSMUSG00000042717,Ppp1r3a,protein-coding,3.782714,2.501122,2.813814
ENSMUSG00000008590,Htr3b,protein-coding,11.539806,4.771641,4.975074
ENSMUSG00000035236,Scai,protein-coding,2.446604,2.240599,2.537863
ENSMUSG00000035967,Ddx26b,protein-coding,2.200634,3.835227,4.568403
ENSMUSG00000020918,Kat2a,protein-coding,1.393143,4.759108,4.853736
ENSMUSG00000026691,Fmo3,protein-coding,7.653147,4.244203,6.425866
ENSMUSG00000036503,Rnf13,protein-coding,9.237627,4.439409,6.878621
ENSMUSG00000044071,Fam19a2,protein-coding,4.63205,7.229111,6.696683
ENSMUSG00000032440,Tgfbr2,protein-coding,9.991304,3.729162,5.019131
ENSMUSG00000015755,Tab2,protein-coding,9.30991,1.325537,1.656529
ENSMUSG00000062098,Btbd3,protein-coding,6.858321,3.186506,4.559261
ENSMUSG00000001034,Mapk7,protein-coding,7.655653,5.400402,6.158629
ENSMUSG00000000420,Galnt1,protein-coding,4.525071,2.956958,5.753411
ENSMUSG00000012042,4930579F01Rik,protein-coding,3.029037,0.105577,1.108277
ENSMUSG00000002233,Rhoc,protein-coding,11.539806,8.384351,9.550066
ENSMUSG00000103037,Pcdhgb1,protein-coding,5.276346,4.408756,4.734081
,Vmn1r14,protein-coding,5.921591,2.961509,2.961218
ENSMUSG00000042477,Tfap2e,protein-coding,2.845984,1.308848,3.859694
ENSMUSG00000057672,Pkn1,protein-coding,8.707662,1.863865,5.049688
ENSMUSG00000030103,Bhlhe40,protein-coding,8.707662,4.779979,6.425866
ENSMUSG00000065560,Mir148b,ncRNA,2.146819,3.597656,3.093155
,Pik3cb,protein-coding,5.331216,6.181663,6.425866
ENSMUSG00000024966,Stip1,protein-coding,6.477767,6.426538,2.681571
ENSMUSG00000074281,Gm12522,ncRNA,2.539727,3.498305,2.813814
ENSMUSG00000102000,1700006H21Rik,ncRNA,6.179329,3.323414,3.563364
ENSMUSG00000030800,Prss8,protein-coding,4.618299,10.231169,10.471119
ENSMUSG00000028943,Espn,protein-coding,2.499072,2.859908,3.625124
ENSMUSG00000032897,Nfyc,protein-coding,8.406823,2.154392,2.926853
,1700122C19Rik,ncRNA,8.707662,5.750925,7.315914
ENSMUSG00000023942,Slc29a1,protein-coding,5.37187,7.302204,8.104725
ENSMUSG00000054385,Ceacam2,protein-coding,8.409329,7.081622,9.712865
ENSMUSG00000037922,Bank1,protein-coding,2.200634,2.152015,5.574424
ENSMUSG00000078453,Abracl,protein-coding,6.176928,6.703272,4.425328
ENSMUSG00000079711,Smok4a,pseudo,3.694097,4.313417,7.657075
ENSMUSG00000031901,Dus2,protein-coding,3.163566,2.827497,1.079299
ENSMUSG00000066975,Cryba4,protein-coding,4.52267,5.964644,8.509813
,Ndufb3,protein-coding,5.37187,4.09059,4.262529
ENSMUSG00000073924,Olfr656,protein-coding,5.924097,6.726659,7.863732
ENSMUSG00000106215,Mir7218,ncRNA,2.539727,3.930556,2.818645
ENSMUSG00000098134,Rnf113a2,protein-coding,3.142079,1.935675,1.207491
,Gm4541,pseudo,3.730245,4.973321,5.87187
ENSMUSG00000056820,Tsnax,protein-coding,2.329872,2.984773,4.513523
ENSMUSG00000034731,Dgkh,protein-coding,3.619413,4.577181,5.468078
ENSMUSG00000107656,4930563H07Rik,ncRNA,5.170421,3.488371,6.158629
ENSMUSG00000021693,Kif2a,protein-coding,1.581591,1.340369,0.61874
,Il1rapl1,protein-coding,4.577539,8.338426,8.137848
ENSMUSG00000061981,Flot2,protein-coding,1.579085,4.407,4.326113
ENSMUSG00000062931,Zfp938,protein-coding,3.029037,0.194982,4.654667
,Timm17a,protein-coding,6.222431,-0.241999,2.862004
ENSMUSG00000032228,Tcf12,protein-coding,3.782714,0.831806,3.046527
ENSMUSG00000021478,Drd1,protein-coding,6.860722,4.762381,7.315914
ENSMUSG00000054728,Phactr1,protein-coding,5.331216,7.480267,4.256511
ENSMUSG00000099078,Mir8110,ncRNA,5.921591,5.1293,8.45763
ENSMUSG00000104117,Gm20743,ncRNA,4.525071,3.930259,5.019131
ENSMUSG00000076437,2700094K13Rik,protein-coding,4.375595,9.654165,9.451672
ENSMUSG00000026434,Nucks1,protein-coding,5.331216,2.315986,2.072845
ENSMUSG00000042659,Arrdc4,protein-coding,6.179433,4.629424,5.327979
ENSMUSG00000062061,Obp2a,protein-coding,5.425757,4.750928,4.699349
ENSMUSG00000036923,Stox1,protein-coding,5.276241,4.836475,5.888406
ENSMUSG00000029162,Khk,protein-coding,4.37549,4.241718,1.340129
ENSMUSG00000089833,Fhitos,ncRNA,5.331216,5.789204,7.260758
ENSMUSG00000025900,Rp1,protein-coding,6.176928,5.30341,5.468078
ENSMUSG00000052155,Acvr2a,protein-coding,-0.031662,3.159645,0.955977
ENSMUSG00000028469,Npr2,protein-coding,6.222431,7.587877,8.104725
,Slc25a4,protein-coding,5.170421,3.909356,6.158629
ENSMUSG00000021838,Samd4,protein-coding,1.297482,-0.108539,3.449023
ENSMUSG00000054994,AV320801,protein-coding,3.727844,7.4014,6.322021
ENSMUSG00000040738,Ints8,protein-coding,7.506072,6.437788,4.660303
ENSMUSG00000031543,Ank1,protein-coding,2.241393,0.661325,5.019131
ENSMUSG00000022475,Hdac7,protein-coding,4.37549,4.241718,1.589136
ENSMUSG00000030218,Mgp,protein-coding,8.556234,5.789204,5.466876
ENSMUSG00000004099,Dnmt1,protein-coding,3.619413,0.102227,4.355577
ENSMUSG00000059811,Atl2,protein-coding,6.10715,8.694412,10.374156
ENSMUSG00000021550,2210016F16Rik,protein-coding,5.425757,3.373072,6.993521
ENSMUSG00000022096,Hr,protein-coding,4.375595,5.478822,7.863732
ENSMUSG00000022113,Trim52,protein-coding,7.653147,7.093099,6.14469
ENSMUSG00000027341,Tmem230,protein-coding,0.747897,-0.167808,0.651485
ENSMUSG00000037487,Ubr5,protein-coding,5.331216,7.013333,3.602624
,Frmd7,protein-coding,4.851235,7.459555,7.833175
ENSMUSG00000033029,1700088E04Rik,protein-coding,4.618299,4.016251,5.24919
ENSMUSG00000052613,Pcdh15,protein-coding,2.444203,5.580037,5.412496
ENSMUSG00000028007,Snx7,protein-coding,5.923992,2.137687,2.162339
ENSMUSG00000030307,Slc6a11,protein-coding,3.727739,1.729659,0.043628
ENSMUSG00000073811,Ifna12,protein-coding,2.845984,5.313048,6.615973
ENSMUSG00000092032,Vmn2r59,protein-coding,5.37187,3.833211,4.330289
ENSMUSG00000024942,Capn1,protein-coding,4.028579,6.151994,6.673738
ENSMUSG00000036057,Ptpn23,protein-coding,5.924097,4.391766,7.863732
ENSMUSG00000035953,Tmem55b,protein-coding,10.786129,6.953188,8.509813
,1700001K23Rik,ncRNA,6.824679,1.612393,1.228269
ENSMUSG00000028874,Fgr,protein-coding,8.409329,12.573339,11.91646
ENSMUSG00000029486,Mrpl1,protein-coding,7.506072,2.781136,2.652737
ENSMUSG00000021086,Ccdc175,protein-coding,3.823368,3.722819,2.173398
ENSMUSG00000027274,Mkks,protein-coding,3.823473,2.05358,2.179878
ENSMUSG00000049988,Lrrc25,protein-coding,4.673929,3.439318,4.316972
ENSMUSG00000028528,Dnajc6,protein-coding,4.028579,3.297265,5.815417
ENSMUSG00000047025,Ccer1,protein-coding,2.198233,7.618487,7.872503
ENSMUSG00000045288,Ush1g,protein-coding,6.860722,4.635584,4.559261
ENSMUSG00000021381,Barx1,protein-coding,0.491337,-0.712079,3.761679
ENSMUSG00000030353,Tead4,protein-coding,7.655548,3.727703,4.612743
ENSMUSG00000101088,1810018F18Rik,ncRNA,5.170316,2.064671,4.963053
ENSMUSG00000069911,Fam196b,protein-coding,5.057004,6.0341,6.803415
ENSMUSG00000024083,Pja2,protein-coding,1.392088,2.381413,6.637628
ENSMUSG00000011171,Vipr2,protein-coding,3.344784,6.142055,6.696683
ENSMUSG00000017204,Gsdma,protein-coding,5.923992,3.934142,6.425866
ENSMUSG00000028914,Casp9,protein-coding,4.028579,0.719196,2.961218
ENSMUSG00000037977,6430571L13Rik,protein-coding,3.069796,7.971352,10.615149
ENSMUSG00000079056,Kcnip3,protein-coding,6.477767,5.580037,5.412496
,BC002163,pseudo,5.57468,2.651449,2.25642
,Olfr492,protein-coding,5.331216,5.724039,3.181786
ENSMUSG00000036537,Rnf113a1,protein-coding,5.167915,7.599275,8.773491
ENSMUSG00000096427,Olfr895,protein-coding,4.618194,4.276759,4.888185
ENSMUSG00000041459,Tardbp,protein-coding,7.655653,7.654015,9.169808
ENSMUSG00000035621,Midn,protein-coding,3.508502,2.112018,4.72206
ENSMUSG00000099275,Mir8107,ncRNA,8.409224,2.92452,5.208316
,Hrct1,protein-coding,3.163566,3.146913,5.049688
ENSMUSG00000046519,Golph3l,protein-coding,5.425652,7.897937,8.013806
ENSMUSG00000030167,Klrc1,protein-coding,8.707662,5.031132,4.006416
ENSMUSG00000025491,Ifitm1,protein-coding,5.37187,9.921109,10.471119
ENSMUSG00000007594,Hapln4,protein-coding,3.10132,1.030251,2.323813
ENSMUSG00000029165,Agbl5,protein-coding,6.824679,7.372549,7.865028
ENSMUSG00000050762,Prss27,protein-coding,6.10715,3.474043,6.562421
ENSMUSG00000027993,Trim2,protein-coding,5.921591,5.368053,7.416081
ENSMUSG00000042099,Kank3,protein-coding,2.940525,3.087524,4.303032
ENSMUSG00000047824,Pygo2,protein-coding,4.522565,7.516611,6.39531
ENSMUSG00000038022,Fam188b,protein-coding,3.823368,4.68156,2.652832
ENSMUSG00000023025,Larp4,protein-coding,2.200634,5.106744,6.022074
ENSMUSG00000026415,Fcamr,protein-coding,8.409329,13.609628,11.91646
ENSMUSG00000030309,Caprin2,protein-coding,2.40989,1.853901,0.749319
ENSMUSG00000023266,Frs3,protein-coding,4.37549,1.449265,3.32237
ENSMUSG00000040276,Pacsin1,protein-coding,2.132962,1.608969,3.269971
ENSMUSG00000024184,Pdia2,protein-coding,1.879925,5.393266,6.39531
ENSMUSG00000027482,Bpifa3,protein-coding,2.974168,4.475607,3.726163
ENSMUSG00000089371,Mir1938,ncRNA,3.958392,6.5718,8.013806
ENSMUSG00000048810,Olfr202,protein-coding,5.924097,6.467366,7.863732
ENSMUSG00000028412,Slc44a1,protein-coding,5.331216,3.048079,2.910236
ENSMUSG00000093871,Gm4187,protein-coding,3.694202,4.329749,6.022074
ENSMUSG00000085862,Gm13483,ncRNA,0.95057,-1.673714,-0.123372
ENSMUSG00000032359,Ctsh,protein-coding,3.508502,3.323414,5.030919
ENSMUSG00000019989,Enpp3,protein-coding,3.091849,2.466959,2.402614
ENSMUSG00000030374,Strn4,protein-coding,9.30991,4.968217,3.342862
ENSMUSG00000095293,Gm10058,protein-coding,6.176928,7.926489,7.833175
ENSMUSG00000038151,Prdm1,protein-coding,5.425757,5.553889,7.657075
ENSMUSG00000049506,Sppl2c,protein-coding,3.823473,3.607657,5.049688
ENSMUSG00000039878,Slc39a5,protein-coding,5.276346,5.835863,4.262529
ENSMUSG00000028444,Cntfr,protein-coding,3.10132,1.03821,2.590454
,4930567J20Rik,ncRNA,8.707662,4.149462,4.571282
ENSMUSG00000042978,Sbk1,protein-coding,5.425652,5.71639,6.308704
ENSMUSG00000029298,Gbp9,protein-coding,11.539806,8.43101,5.047965
ENSMUSG00000020267,Hint1,protein-coding,3.823473,7.608089,8.79226
ENSMUSG00000021252,0610007P14Rik,protein-coding,4.028683,2.701583,7.657075
ENSMUSG00000074346,Kcnd3os,ncRNA,3.782714,8.473482,8.254799
ENSMUSG00000030264,Thumpd3,protein-coding,5.37187,0.716306,1.896135
,1700011C11Rik,ncRNA,8.409224,3.833211,5.161005
ENSMUSG00000027651,Rprd1b,protein-coding,1.540946,0.321367,3.203875
ENSMUSG00000021548,Ccnh,protein-coding,9.991304,6.880172,5.175806
ENSMUSG00000013973,Dedd,protein-coding,4.028579,0.913228,0.749319
,A430078I02Rik,ncRNA,9.991304,4.16579,5.070465
ENSMUSG00000010529,Gm266,protein-coding,8.409329,4.300585,7.490366
ENSMUSG00000012705,Retn,protein-coding,8.409329,8.979108,9.714161
ENSMUSG00000037646,Vps13b,protein-coding,3.823473,4.303248,5.019131
ENSMUSG00000030409,Dmpk,protein-coding,4.028579,2.782594,6.158629
ENSMUSG00000036615,Rfxap,protein-coding,2.940421,1.732439,2.257717
ENSMUSG00000069020,Urm1,protein-coding,5.331216,4.819239,5.87187
ENSMUSG00000058631,Vmn1r63,protein-coding,2.092308,1.317558,3.40331
ENSMUSG00000057554,Lgals8,protein-coding,3.730245,8.151003,8.236967
ENSMUSG00000020458,Rtn4,protein-coding,5.331216,4.945585,2.074141
ENSMUSG00000021810,Ecd,protein-coding,3.029037,-1.363238,2.670569
ENSMUSG00000053040,Aph1c,protein-coding,1.926422,4.968217,6.024961
ENSMUSG00000006219,Fblim1,protein-coding,2.132962,4.19753,5.228398
,Smim4,protein-coding,5.331216,4.658156,5.161005
ENSMUSG00000027016,Zfp385b,protein-coding,7.655653,13.524082,12.320252
ENSMUSG00000037606,Osbpl5,protein-coding,5.371975,4.317576,5.612108
ENSMUSG00000035437,Rabgap1,protein-coding,9.30991,7.480267,8.766016
ENSMUSG00000070691,Runx3,protein-coding,1.242612,6.452116,6.696683
ENSMUSG00000095634,Gm20816,protein-coding,8.406823,4.224029,4.734081
ENSMUSG00000048332,Lhfp,protein-coding,5.331216,2.17543,4.886889
ENSMUSG00000032122,Slc37a2,protein-coding,5.276346,4.73931,6.180718
ENSMUSG00000020528,Prpsap2,protein-coding,0.82781,-1.027014,3.585578
ENSMUSG00000027751,Supt20,protein-coding,5.057004,3.935574,4.512227
,Olfr75-ps1,pseudo,2.940421,-0.204483,1.504224
ENSMUSG00000062825,Actg1,protein-coding,7.655653,7.315492,6.111662
ENSMUSG00000091468,Vmn2r82,protein-coding,3.10132,3.969444,6.022074
ENSMUSG00000046652,Tas2r143,protein-coding,5.276346,3.746206,6.179421
ENSMUSG00000095770,Gm21637,protein-coding,7.655653,10.145622,10.874911
ENSMUSG00000022760,Thap7,protein-coding,4.673929,10.967795,10.471119
ENSMUSG00000099486,Olfr1228,protein-coding,6.176928,2.194238,4.688328
ENSMUSG00000029538,Srsf9,protein-coding,2.402155,3.279576,3.482146
ENSMUSG00000021280,Exoc3l4,protein-coding,8.556234,10.922618,10.874911
ENSMUSG00000024842,Cabp4,protein-coding,3.782714,0.483289,4.647192
ENSMUSG00000021835,Bmp4,protein-coding,6.179329,2.583909,5.380175
ENSMUSG00000008348,Ubc,protein-coding,1.447063,10.241566,10.237601
ENSMUSG00000024642,Tle4,protein-coding,3.621919,6.437788,8.525023
ENSMUSG00000055298,Ctsj,protein-coding,5.331216,2.156899,3.449023
ENSMUSG00000032333,Stoml1,protein-coding,4.028579,6.919051,6.692507
ENSMUSG00000084919,Ptprtos,ncRNA,5.423251,4.586819,4.490572
ENSMUSG00000031125,3830403N18Rik,protein-coding,4.577539,11.277855,10.237601
ENSMUSG00000020231,Dip2a,protein-coding,3.069796,5.054519,6.024961
ENSMUSG00000100748,Olfr1310,protein-coding,3.782714,7.374761,5.20702
ENSMUSG00000024696,Lpxn,protein-coding,3.089448,7.488405,6.696683
ENSMUSG00000054435,Gimap4,protein-coding,3.621814,0.984943,2.805534
ENSMUSG00000057561,Eif1a,protein-coding,6.104645,9.269956,10.615149
ENSMUSG00000039153,Runx2,protein-coding,4.851235,5.191825,8.508517
ENSMUSG00000062270,Morf4l1,protein-coding,5.37187,1.106279,3.190558
ENSMUSG00000039146,Ifi44l,protein-coding,-0.603679,0.931626,1.150709
ENSMUSG00000040490,Lrfn2,protein-coding,5.604912,8.145566,8.128706
ENSMUSG00000049100,Pcdh10,protein-coding,6.860827,10.010513,8.786808
ENSMUSG00000022019,Tdrd3,protein-coding,1.338136,2.144027,0.627947
ENSMUSG00000028107,Tars2,protein-coding,3.069692,3.323414,3.563364
ENSMUSG00000072872,Rybp,protein-coding,3.823473,5.043753,5.210764
ENSMUSG00000051180,Olfr522,protein-coding,2.976569,5.090039,4.806972
ENSMUSG00000034653,Ythdc2,protein-coding,2.474435,1.89521,3.499553
